21	62
4	26
26	43
12	74
34	47
73	76
36	64
2	80
5	37
61	72
23	44
30	55
51	78
34	42
17	34
42	58
6	76
30	70
0	21
55	74
50	61
33	83
14	47
18	82
58	77
21	71
80	82
26	50
46	49
12	65
36	79
37	71
2	43
58	60
22	46
5	46
61	65
11	81
30	62
34	37
17	27
30	73
31	69
18	58
55	67
40	83
64	73
11	25
50	52
14	54
18	77
1	3
21	64
4	8
26	61
46	56
23	76
37	64
2	34
22	33
5	23
9	44
30	33
34	60
15	66
42	44
31	66
18	53
38	48
25	29
18	68
21	73
22	73
46	67
51	52
37	73
2	61
5	16
61	83
62	67
27	47
34	55
17	21
24	65
23	27
6	49
10	60
49	79
31	75
18	44
55	81
40	65
15	64
43	60
64	71
65	79
1	29
21	82
22	64
43	77
51	61
15	35
19	36
2	52
5	25
27	36
34	78
15	80
0	66
55	57
24	72
11	71
10	39
49	64
50	78
31	48
38	82
35	53
18	39
40	72
43	53
8	17
28	76
11	12
25	81
43	66
44	76
46	77
47	65
36	69
2	15
24	32
27	61
47	54
34	73
3	52
25	71
10	46
50	73
31	57
35	58
18	30
40	79
3	69
8	24
14	18
47	78
12	28
15	49
19	50
2	6
24	39
5	11
27	50
47	63
34	64
35	82
0	80
3	61
23	38
6	26
10	41
50	64
31	38
18	25
40	54
3	74
4	68
7	57
65	82
29	76
14	21
53	70
39	55
44	66
7	78
12	27
56	69
19	59
24	46
10	65
20	26
3	34
59	65
23	63
6	29
28	42
32	45
13	69
35	40
40	61
4	67
7	54
11	51
14	28
53	79
39	44
44	57
7	71
48	60
12	18
69	79
56	76
19	64
2	24
24	53
10	72
34	82
35	64
0	46
56	59
20	33
3	43
59	70
23	52
6	20
28	33
32	36
38	78
60	63
7	47
28	80
16	61
36	48
44	48
9	18
48	51
69	72
16	76
17	82
56	83
19	73
2	19
24	60
35	73
0	37
3	16
60	71
25	35
6	15
28	56
32	59
38	65
4	49
42	76
7	36
11	33
16	52
72	81
53	81
54	65
44	47
9	27
16	67
17	75
20	64
27	30
66	79
13	31
35	78
0	60
20	55
3	25
23	74
29	67
32	50
4	56
8	59
7	29
48	82
11	38
1	76
41	53
78	82
9	28
47	79
31	47
12	63
15	18
20	79
41	70
66	70
13	24
23	83
20	62
3	30
23	67
32	73
14	73
21	25
4	39
8	34
7	26
63	73
48	73
29	41
33	46
16	34
1	69
2	77
41	62
26	71
12	54
17	69
41	79
42	71
5	81
9	73
13	17
34	38
3	7
25	54
32	64
14	80
53	59
4	46
8	41
7	19
48	64
33	39
16	25
2	68
26	36
26	78
9	14
12	45
17	62
37	51
76	82
42	78
30	82
3	12
25	63
8	65
32	71
25	73
23	79
1	38
57	65
21	43
4	21
26	38
7	8
48	71
29	59
33	56
72	77
22	26
26	73
9	55
12	36
23	66
17	55
37	60
24	31
5	67
38	58
66	83
8	72
33	64
14	34
1	63
21	52
4	28
26	33
11	66
12	76
33	49
22	29
5	59
61	78
26	80
9	56
12	35
51	72
17	40
77	78
42	48
5	76
10	25
67	72
21	24
55	76
8	79
29	77
58	67
21	61
4	27
26	40
12	75
36	65
5	36
61	71
9	33
30	52
51	81
34	43
17	33
37	46
27	59
42	59
30	71
55	69
50	58
33	82
14	44
58	74
21	70
26	27
80	83
26	51
46	54
12	66
23	77
36	72
58	61
61	64
9	42
30	63
17	26
19	21
30	78
13	46
18	59
55	66
25	27
11	24
50	53
14	55
21	79
4	9
26	58
29	31
19	25
15	26
22	38
5	22
27	41
40	43
30	38
34	61
17	19
42	45
23	29
6	63
10	50
13	39
18	50
38	49
17	31
25	28
64	65
14	62
18	69
1	27
21	72
46	64
51	55
15	37
19	30
2	58
22	57
5	31
61	82
62	64
27	46
30	41
34	52
17	20
0	76
24	66
23	26
11	68
49	78
36	63
31	74
34	81
55	80
40	66
43	63
65	78
11	22
25	82
1	28
21	81
22	65
43	76
51	60
19	39
2	53
5	24
27	39
34	79
0	67
55	56
59	61
24	73
10	36
50	79
31	51
35	52
18	36
40	73
43	52
65	71
28	77
11	15
1	21
43	69
46	82
47	64
69	83
2	12
11	29
27	60
47	49
34	70
20	21
3	55
24	80
25	70
50	70
31	56
35	61
75	82
40	48
43	45
8	25
26	30
47	73
12	29
15	48
2	7
5	10
27	53
10	71
47	62
34	65
0	81
20	28
3	60
59	75
25	79
6	27
28	44
50	65
25	65
40	55
4	69
7	56
65	81
11	61
14	26
53	69
39	54
44	67
7	73
12	20
68	73
25	36
56	70
24	47
19	26
20	27
3	37
59	64
25	80
81	83
28	43
32	46
31	46
35	43
40	62
4	76
7	49
11	50
14	29
53	78
39	47
7	70
48	61
12	19
69	78
56	77
19	67
2	25
41	82
10	73
52	57
35	67
0	47
56	60
20	34
3	42
60	73
23	55
6	21
28	34
32	37
34	56
38	79
24	25
7	46
28	81
54	79
44	49
29	80
48	52
16	77
17	81
2	16
24	61
35	72
20	41
3	19
25	34
6	12
28	57
32	60
40	44
21	22
4	50
8	53
7	39
16	53
72	82
53	80
54	70
41	51
13	36
9	26
36	67
17	74
20	65
42	82
66	76
13	30
23	80
20	48
3	24
25	43
28	48
32	51
21	31
4	57
8	60
7	28
48	83
29	47
16	44
1	67
17	76
41	52
78	83
12	56
17	67
20	72
41	69
66	71
34	41
20	63
25	44
14	78
39	66
4	32
8	35
7	21
63	72
48	74
29	40
33	45
16	35
36	46
2	74
41	61
26	68
12	55
17	68
41	78
42	68
5	80
45	57
49	62
54	73
13	16
3	6
25	53
42	75
32	65
14	81
1	44
57	63
21	33
8	42
7	18
48	65
29	33
33	38
16	26
2	69
26	79
9	13
12	46
17	61
37	50
76	83
42	79
31	36
45	50
10	20
49	55
30	83
0	2
3	15
25	62
8	66
45	67
34	83
33	78
57	64
21	42
4	22
26	39
7	11
29	58
33	63
16	17
41	47
22	27
5	49
27	76
12	37
51	66
17	54
37	59
42	54
5	66
6	80
66	80
39	67
0	25
8	73
33	71
70	76
57	73
21	51
4	29
26	46
11	69
12	77
33	48
5	58
61	77
26	81
9	63
30	50
51	75
17	47
42	49
13	59
55	79
14	42
70	71
1	55
57	82
58	64
21	60
26	41
12	68
36	66
2	46
5	35
61	70
39	76
30	53
51	80
34	40
17	32
42	56
6	66
62	63
30	68
55	68
38	47
50	59
33	81
18	80
1	8
58	75
21	69
26	48
46	55
12	67
36	73
37	69
2	41
15	27
22	44
5	44
9	41
40	42
30	60
34	35
15	71
6	69
49	83
30	79
31	71
18	56
38	63
25	26
11	27
14	52
58	82
21	78
4	10
43	81
26	59
44	68
29	30
19	24
2	32
22	39
5	21
9	82
49	63
30	39
34	58
15	76
23	28
6	60
29	51
10	51
13	38
18	51
3	80
43	57
64	66
11	16
25	83
14	63
18	66
1	26
13	44
51	54
15	36
19	33
2	59
5	30
61	81
62	65
27	33
30	46
34	53
24	67
6	55
10	58
49	77
31	53
18	42
55	83
38	41
43	62
65	77
27	69
54	80
1	19
21	80
22	70
43	79
40	59
51	63
19	38
2	50
22	49
62	72
27	38
9	66
34	76
15	82
55	59
3	49
59	60
6	46
10	37
49	70
50	76
31	50
35	55
18	37
40	74
4	80
43	55
8	19
64	80
11	14
1	20
43	68
46	83
47	67
69	82
15	42
19	47
2	13
24	34
9	69
47	48
34	71
3	54
24	81
23	43
10	44
50	71
13	81
35	60
18	28
40	49
3	71
31	81
43	44
8	26
28	69
14	16
39	56
22	80
44	69
7	83
47	72
12	30
25	37
15	51
56	64
19	52
2	4
24	41
5	9
27	52
10	68
47	57
0	82
19	27
20	29
3	63
59	74
25	78
6	24
28	45
31	32
35	37
40	56
3	76
4	70
7	59
65	80
29	74
14	27
53	68
44	60
7	72
47	81
12	21
16	80
15	56
56	71
2	31
20	36
3	36
59	67
23	57
81	82
28	36
31	41
34	59
35	42
40	63
4	77
7	48
11	53
16	56
53	77
39	46
44	59
11	39
48	62
69	77
56	78
19	66
2	22
41	81
24	55
34	80
35	66
56	61
20	35
23	54
28	35
32	38
38	76
4	52
8	15
7	41
28	82
11	42
16	63
54	76
13	37
44	50
9	16
48	53
54	60
17	80
2	17
24	62
8	56
31	42
35	75
0	39
20	42
3	18
59	81
60	65
25	33
28	58
40	45
39	79
8	54
7	38
63	69
16	54
72	83
54	71
1	73
17	77
41	50
33	79
9	25
16	69
17	73
19	80
41	67
42	83
11	19
66	77
52	66
20	49
3	27
25	42
28	49
32	52
53	55
21	30
4	58
8	61
7	31
63	66
29	46
33	43
16	45
1	66
41	59
78	80
12	57
15	28
20	73
41	68
45	63
66	68
20	56
23	37
14	79
1	42
21	39
4	33
8	36
7	20
48	75
29	39
33	44
16	36
54	81
2	75
41	60
26	69
12	48
25	46
17	59
20	80
41	77
42	69
13	79
49	61
13	15
3	9
25	52
45	73
27	77
32	66
53	57
21	32
8	43
7	13
48	66
29	32
33	37
16	27
3	73
2	66
5	55
79	80
26	76
9	12
51	67
12	47
17	60
37	49
24	26
45	49
49	54
30	80
39	64
3	14
25	61
8	67
11	57
28	30
1	36
57	71
21	41
4	23
42	73
7	10
33	62
16	18
72	79
41	46
22	24
5	48
27	79
12	38
51	69
17	53
37	58
42	55
5	65
10	28
66	81
67	69
0	26
32	80
33	70
14	32
1	61
57	72
58	70
21	50
4	30
26	47
29	50
12	78
33	55
37	82
5	57
61	76
27	68
30	51
54	55
51	74
34	46
17	46
42	62
6	72
30	66
31	80
55	78
38	46
1	54
57	81
58	65
21	59
4	5
26	54
27	83
12	69
54	61
2	47
17	70
22	42
61	69
9	39
40	41
30	58
51	83
52	67
17	39
37	44
42	57
6	67
10	14
9	76
30	69
13	51
52	73
18	62
55	71
17	25
50	56
33	80
14	50
18	81
1	15
58	72
21	68
4	12
26	49
46	52
2	38
58	59
22	45
5	43
27	82
67	82
30	61
17	24
29	52
49	82
30	76
31	70
38	60
64	76
11	26
50	51
23	34
14	53
18	72
58	83
21	77
4	11
43	80
26	56
26	29
37	77
2	33
22	36
5	20
27	43
30	36
52	81
15	79
42	43
23	31
10	48
31	79
18	48
38	55
3	83
43	56
64	67
27	66
18	67
1	25
22	76
43	73
38	80
51	57
2	56
22	63
5	29
61	80
62	70
27	32
9	67
30	47
34	50
55	61
24	68
10	59
49	76
50	82
31	52
35	49
55	82
40	68
43	49
11	62
65	76
1	18
22	71
44	80
46	73
47	69
51	62
15	44
2	51
5	6
62	73
27	57
10	83
39	69
34	77
0	69
55	58
3	48
59	63
23	45
6	47
10	34
49	69
50	77
31	61
35	54
18	34
40	75
36	47
4	81
43	54
8	20
64	81
65	69
28	79
43	71
46	80
47	66
68	69
25	38
15	53
19	46
2	10
24	35
5	15
9	68
34	68
3	57
24	82
23	42
6	38
10	45
50	68
13	80
35	63
18	29
40	50
43	47
8	27
7	61
3	65
39	59
44	70
7	82
27	40
12	31
68	76
15	50
56	65
19	55
2	5
24	42
5	8
27	55
10	69
47	56
9	81
20	30
3	62
23	35
6	25
28	46
13	73
35	36
18	20
75	77
40	57
3	79
4	71
7	58
11	63
14	24
53	67
39	48
11	36
48	56
47	80
12	22
16	81
15	59
56	72
19	60
2	28
24	49
10	76
52	60
0	42
20	37
3	39
59	66
60	76
23	56
6	16
28	37
13	66
35	45
4	78
8	9
7	51
29	66
16	57
53	76
39	41
31	76
44	52
7	64
48	63
12	13
54	63
69	76
16	72
56	79
19	69
41	80
24	56
69	81
52	59
35	69
0	33
56	62
20	44
3	44
23	49
28	60
32	39
39	81
4	53
8	48
28	83
11	45
16	48
36	51
17	78
44	51
48	54
16	79
24	63
27	62
52	65
35	74
3	21
59	80
60	66
23	78
28	59
32	62
14	66
54	82
40	46
39	78
4	60
8	55
7	33
11	34
16	55
54	68
1	72
41	49
9	24
21	47
17	72
20	67
41	66
42	80
66	74
13	28
0	63
20	50
3	26
25	41
28	50
25	68
14	69
53	54
39	71
4	59
7	30
33	42
16	46
1	65
44	53
23	69
12	58
25	47
15	31
20	74
41	75
31	58
66	69
40	81
20	57
60	80
25	50
27	74
32	76
14	76
53	63
1	41
21	38
4	34
8	37
7	23
48	76
29	38
33	35
16	37
2	72
26	66
9	10
26	31
12	49
17	58
37	55
20	81
41	76
42	66
45	55
49	60
13	14
21	27
3	8
27	81
25	59
32	67
53	56
1	34
57	61
25	67
42	72
7	12
48	67
29	63
33	36
16	28
72	73
2	67
26	77
27	73
17	51
76	77
42	77
5	71
10	18
49	53
0	4
25	60
45	65
33	76
1	59
21	40
26	28
26	37
29	56
12	80
33	61
16	19
41	45
22	25
5	63
27	78
47	75
12	39
51	68
17	52
37	57
77	82
42	52
5	64
10	29
0	27
40	67
33	69
14	33
57	79
58	71
21	49
26	44
29	49
12	79
33	54
73	79
54	59
15	25
5	56
61	75
27	71
30	48
51	77
52	69
17	45
42	63
5	73
6	73
30	67
31	83
55	73
7	43
50	62
14	40
71	73
57	80
21	58
4	6
26	55
17	18
46	50
12	70
36	76
2	44
5	33
61	68
62	82
9	38
30	59
51	82
52	76
17	38
6	64
29	53
10	15
30	74
13	50
18	63
55	70
40	80
50	57
14	51
18	78
1	14
58	73
21	67
4	13
31	68
26	62
46	53
37	67
2	39
22	34
9	47
30	34
15	65
31	35
6	59
49	81
30	77
31	65
18	54
64	77
9	57
14	58
18	73
21	76
26	57
46	60
37	76
2	62
22	37
5	19
30	37
52	82
0	72
23	30
6	50
10	49
49	74
31	78
18	49
74	82
38	52
3	82
43	59
64	68
11	18
14	61
52	56
18	64
1	24
22	77
68	80
51	56
54	77
2	57
22	60
5	28
62	71
27	35
30	44
34	51
55	60
24	69
10	56
49	67
50	83
31	55
35	48
18	40
40	69
65	67
13	32
22	68
43	65
44	81
7	75
47	68
23	73
15	47
2	48
27	56
10	80
47	53
34	74
37	79
3	51
59	62
24	76
25	66
6	44
10	35
49	68
50	74
31	60
35	57
18	35
40	76
3	64
4	82
8	21
64	82
28	72
14	15
39	61
43	70
44	72
46	81
47	77
69	80
15	52
19	49
2	11
24	36
5	14
27	49
38	69
47	50
29	36
34	69
3	56
24	83
25	75
6	39
10	42
50	69
31	37
35	62
18	26
74	79
29	69
40	51
15	77
43	46
8	28
7	60
28	71
29	79
39	58
44	71
7	77
47	74
12	24
15	61
56	66
27	54
10	66
47	59
52	54
20	31
3	33
59	76
25	76
6	30
36	59
31	34
35	39
18	21
40	58
3	78
4	64
7	53
29	72
14	25
53	66
39	51
31	77
44	62
7	74
48	57
47	83
12	23
54	62
16	82
56	73
19	63
2	29
24	50
10	77
52	61
20	38
3	38
59	69
60	77
23	59
6	17
28	38
32	33
31	43
3	81
35	44
4	16
8	10
7	50
29	65
16	58
17	79
39	40
13	72
7	67
12	14
16	73
56	80
2	20
24	57
27	63
35	68
56	63
3	47
23	48
6	8
28	61
32	56
38	66
8	49
13	67
11	44
16	49
54	66
36	56
48	55
16	64
20	69
27	29
35	77
20	52
3	20
59	83
60	67
25	39
28	52
32	63
25	69
14	67
40	47
39	73
4	61
11	80
7	32
11	37
54	69
1	79
41	48
17	28
78	79
12	60
23	70
16	71
15	17
19	82
20	76
41	65
42	81
31	59
66	75
13	27
0	48
37	72
20	51
3	29
25	40
8	80
28	51
27	75
