73	34	300
0	8	300
8	52	300
13	21	300
62	12	300
46	51	300
63	29	300
67	48	300
6	1	300
45	4	300
68	30	300
10	82	300
70	34	300
44	17	300
13	10	300
10	40	300
36	22	300
8	78	300
24	33	300
36	83	300
19	79	300
57	35	300
32	61	300
60	62	300
57	43	300
82	43	300
62	30	300
0	54	300
14	7	300
3	75	300
65	48	300
13	22	300
63	31	300
68	12	300
19	54	300
62	43	300
75	72	300
63	3	300
13	29	300
29	83	300
53	41	300
47	30	300
24	11	300
60	54	300
0	79	300
39	62	300
65	3	300
0	41	300
36	60	300
5	7	300
57	68	300
37	43	300
45	53	300
68	53	300
62	35	300
51	48	300
33	74	300
10	47	300
41	58	300
37	83	300
75	30	300
0	43	300
32	81	300
83	7	300
6	7	300
29	43	300
62	31	300
62	81	300
56	23	300
13	62	300
71	44	300
60	82	300
58	80	300
69	24	300
65	74	300
39	5	300
39	83	300
9	32	300
73	63	300
11	78	300
46	7	300
69	54	300
64	21	300
15	21	300
78	23	300
6	32	300
73	75	300
63	62	300
8	83	300
44	7	300
4	79	300
73	68	300
28	62	300
70	2	300
19	61	300
9	35	300
44	78	300
10	54	300
28	55	300
8	7	300
4	41	300
41	42	300
33	34	300
12	34	300
6	35	300
24	75	300
38	83	300
83	34	300
44	31	300
22	79	300
52	40	300
15	7	200
6	33	200
19	2	200
19	48	200
49	25	200
25	7	200
73	23	200
38	50	200
37	32	200
70	81	200
73	29	200
69	65	200
69	51	200
6	43	200
23	81	200
46	69	200
36	54	200
3	45	200
45	48	200
68	17	200
0	32	200
58	42	200
0	57	200
44	22	200
73	21	200
65	14	200
35	17	200
57	45	200
64	44	200
62	40	200
27	80	200
3	77	200
57	50	200
37	40	200
77	23	200
45	80	200
69	60	200
45	82	200
70	47	200
72	78	200
60	32	200
68	21	200
68	42	200
47	51	200
73	39	200
29	23	200
20	68	200
71	37	200
25	45	200
64	7	200
32	48	200
65	70	200
15	75	200
14	23	200
10	79	200
11	40	200
65	72	200
19	31	200
14	9	200
59	72	200
60	17	200
45	34	200
82	74	200
62	77	200
69	44	200
14	59	200
45	61	200
16	43	200
4	51	200
21	7	200
71	60	200
36	9	200
20	45	200
60	40	200
4	40	200
51	7	200
19	51	200
70	51	200
73	38	200
67	24	200
54	58	200
70	56	200
70	48	200
30	81	200
67	60	200
19	41	200
83	78	200
28	0	200
32	55	200
46	65	200
65	64	200
14	71	200
16	31	200
8	45	200
57	21	200
65	43	200
60	64	200
62	78	200
79	47	200
34	23	200
29	9	200
10	4	200
10	2	200
65	2	200
65	55	200
36	53	200
25	23	200
16	7	200
43	78	200
75	78	200
72	35	200
71	47	200
33	50	200
4	43	200
3	1	200
3	23	200
59	10	200
59	42	200
46	6	200
69	32	200
36	29	200
19	44	200
46	9	200
29	75	200
71	55	200
67	9	200
10	53	200
0	16	200
20	40	200
46	25	200
46	70	200
69	36	200
6	81	200
9	54	200
2	30	200
46	72	200
18	70	200
72	17	200
30	40	200
38	9	200
60	83	200
9	34	200
4	35	200
79	40	200
77	30	200
52	1	200
67	78	200
67	35	200
59	7	200
25	58	200
54	7	200
14	57	200
60	2	200
54	78	200
71	64	200
9	21	200
32	17	200
15	60	200
9	79	200
44	58	200
62	2	200
12	42	200
67	29	200
36	31	200
52	31	200
1	4	200
70	41	200
73	83	200
28	75	200
67	40	200
24	71	200
24	78	200
3	70	200
59	1	200
5	41	200
79	58	200
74	41	200
75	26	200
41	34	200
52	32	200
28	70	200
69	67	200
13	60	200
13	54	200
20	22	200
20	78	200
33	75	200
1	78	200
64	78	200
56	74	200
75	12	200
46	45	200
59	40	200
16	22	200
29	68	200
59	9	200
16	78	200
68	44	200
9	4	200
9	2	200
11	35	200
79	78	200
14	37	200
14	77	200
52	71	200
64	58	200
51	34	200
39	68	200
6	52	200
37	9	200
68	54	200
9	53	200
21	34	200
67	81	200
58	26	200
73	57	200
28	29	200
69	1	200
36	77	200
13	9	200
19	40	200
68	34	200
73	62	200
65	6	200
3	68	200
59	22	200
68	64	200
10	31	200
70	53	200
32	47	200
12	40	200
61	40	200
21	17	200
73	12	200
73	17	200
28	68	200
0	17	200
14	4	200
19	58	200
29	22	200
71	81	200
37	78	200
68	79	200
22	53	200
54	40	200
30	31	200
82	2	200
73	19	200
46	21	200
6	54	200
52	68	200
59	45	200
32	30	200
58	17	200
69	38	200
65	32	200
36	42	200
29	45	200
24	40	200
71	10	200
71	30	200
59	68	200
59	51	200
60	9	200
68	4	200
68	51	200
10	78	200
32	78	200
7	35	200
40	17	200
36	40	200
14	43	200
19	72	200
71	51	200
1	81	200
11	58	200
73	45	200
24	45	200
52	45	200
1	58	200
70	72	200
58	7	200
31	40	200
15	78	200
65	45	200
65	68	200
65	40	200
1	51	200
45	72	200
45	66	200
45	51	200
68	72	200
9	51	200
62	51	200
75	51	200
72	40	200
47	40	200
0	52	200
46	57	200
39	77	200
16	40	200
62	56	200
16	75	200
20	47	200
54	34	200
69	7	200
63	19	200
63	64	200
13	35	200
59	78	200
44	41	200
15	1	200
61	31	200
1	77	200
68	58	200
46	74	200
18	23	200
37	66	200
33	57	200
73	74	200
0	44	200
67	42	200
79	31	200
73	36	200
63	12	100
14	83	100
66	42	100
69	13	100
59	23	100
69	75	100
67	77	100
38	71	100
10	32	100
22	55	100
32	2	100
46	13	100
65	47	100
63	53	100
63	17	100
8	74	100
29	62	100
46	78	100
65	53	100
67	43	100
18	32	100
33	77	100
68	47	100
70	35	100
47	17	100
0	3	100
52	80	100
1	47	100
28	67	100
69	63	100
69	47	100
65	29	100
0	24	100
5	45	100
70	30	100
4	31	100
67	38	100
0	10	100
6	53	100
52	53	100
4	83	100
83	42	100
63	81	100
38	39	100
71	12	100
71	76	100
74	80	100
15	62	100
46	63	100
46	47	100
28	66	100
36	38	100
39	52	100
77	47	100
63	39	100
36	39	100
39	42	100
5	70	100
28	40	100
38	6	100
14	19	100
67	8	100
73	77	100
36	8	100
38	22	100
1	57	100
65	36	100
8	40	100
31	23	100
14	70	100
83	21	100
28	31	100
28	7	100
0	34	100
6	79	100
13	19	100
71	80	100
25	77	100
53	17	100
15	40	100
57	22	100
63	38	100
36	52	100
36	5	100
14	68	100
49	43	100
79	77	100
77	81	100
54	31	100
72	61	100
63	4	100
39	11	100
25	72	100
49	75	100
20	75	100
60	72	100
4	47	100
74	78	100
65	42	100
25	32	100
60	81	100
79	72	100
74	30	100
13	11	100
18	22	100
52	50	100
52	34	100
5	50	100
70	42	100
62	50	100
50	23	100
0	53	100
38	19	100
39	49	100
39	7	100
6	41	100
49	71	100
52	5	100
71	7	100
5	4	100
64	61	100
44	61	100
67	52	100
67	34	100
0	29	100
4	74	100
15	58	100
28	47	100
69	74	100
13	7	100
19	57	100
5	74	100
57	62	100
41	40	100
15	69	100
69	0	100
0	38	100
64	83	100
42	40	100
63	78	100
0	11	100
6	4	100
18	43	100
52	75	100
33	68	100
44	77	100
41	72	100
36	32	100
29	1	100
68	48	100
75	61	100
61	51	100
73	5	100
24	74	100
25	51	100
32	42	100
