63	13	900
67	14	900
36	14	900
38	13	900
39	13	900
6	13	900
3	17	900
45	62	900
45	7	900
10	9	900
70	64	900
70	44	900
70	43	900
64	43	900
77	53	900
74	43	900
43	23	900
75	41	900
72	58	900
35	81	900
67	18	900
1	32	900
64	74	900
60	75	900
82	79	900
77	75	900
6	14	900
71	77	900
71	75	900
45	9	900
45	40	900
70	74	900
44	23	900
75	23	900
63	23	900
39	23	900
60	74	900
45	16	900
45	10	900
74	23	900
45	75	900
70	75	900
71	31	900
1	22	900
68	75	900
63	70	900
45	31	900
4	54	900
77	74	900
78	40	900
71	53	900
71	74	900
68	40	900
19	45	900
71	41	900
0	13	900
9	7	900
64	23	900
22	82	900
22	11	900
11	7	900
60	55	900
71	32	900
68	23	900
70	83	900
74	47	900
25	21	900
19	37	900
60	7	900
8	13	900
1	11	900
60	70	900
22	40	900
53	75	900
63	83	900
0	68	900
13	75	900
22	78	900
52	58	900
44	74	900
77	41	900
6	45	900
13	45	900
45	32	900
11	32	900
0	14	900
10	7	900
75	83	900
72	31	900
1	30	900
70	62	900
74	75	900
6	18	900
9	74	900
9	23	900
36	13	900
67	13	900
67	23	900
71	70	900
45	68	900
45	22	900
62	7	900
1	60	900
45	70	900
68	70	900
68	22	900
70	23	900
22	75	900
22	7	900
45	23	900
22	30	900
11	83	900
1	45	900
1	7	900
60	68	900
60	23	900
32	35	900
65	11	900
1	68	900
1	31	900
68	9	900
44	43	900
1	23	900
45	43	900
32	75	900
0	70	900
79	54	900
79	75	900
32	43	900
30	7	900
36	45	900
68	32	900
71	72	900
37	11	900
45	77	900
10	74	900
0	71	900
0	9	900
0	78	900
6	19	900
71	45	900
71	68	900
71	83	900
37	7	900
54	75	900
71	59	900
31	7	900
23	7	900
32	77	900
19	68	900
16	9	900
78	51	900
0	6	900
37	68	900
68	43	900
48	23	900
63	74	900
0	74	900
36	18	900
6	71	900
13	74	900
22	74	900
62	74	900
32	74	900
77	83	900
74	83	900
74	58	900
74	7	900
43	31	900
63	14	900
67	74	900
39	74	900
70	77	900
11	74	900
75	17	900
58	31	900
6	78	900
68	7	900
63	18	900
70	40	900
0	18	900
37	2	900
74	17	900
8	14	900
63	75	900
10	23	900
9	70	900
70	17	900
22	23	900
13	77	900
45	11	900
9	22	900
4	75	900
67	17	900
38	14	900
74	51	900
74	35	900
31	17	900
70	79	900
43	75	900
1	37	900
37	45	900
11	75	900
46	71	900
65	31	900
25	74	900
36	17	900
37	47	900
71	58	900
5	34	900
70	22	900
36	1	900
5	42	900
13	57	900
19	77	900
10	22	900
6	57	900
79	83	900
53	74	900
33	12	900
67	0	900
67	36	900
74	72	900
63	67	900
67	6	900
0	36	900
63	36	900
0	45	900
8	18	900
41	83	900
18	57	900
60	45	900
36	6	900
63	6	900
13	18	900
70	54	900
51	30	900
63	0	900
38	18	900
39	18	900
63	45	800
68	10	800
75	7	800
1	40	800
83	17	800
22	54	800
11	30	800
62	4	800
14	1	800
45	83	800
0	75	800
19	32	800
51	31	800
75	55	800
39	14	800
70	11	800
54	74	800
69	48	800
20	70	800
68	62	800
62	54	800
9	75	800
22	51	800
71	11	800
1	9	800
19	75	800
71	22	800
32	31	800
67	70	800
74	55	800
75	31	800
22	83	800
8	31	800
45	78	800
60	4	800
16	10	800
43	83	800
38	75	800
52	83	800
37	22	800
62	23	800
62	75	800
9	43	800
46	33	800
20	66	800
63	22	800
46	75	800
71	78	800
63	79	800
3	31	800
68	2	800
22	62	800
63	43	800
39	75	800
6	22	800
63	34	800
32	83	800
11	17	800
83	31	800
68	74	800
63	51	800
0	19	800
68	31	800
67	45	800
83	58	800
6	68	800
75	34	800
71	17	800
0	22	800
77	72	800
46	62	800
71	40	800
19	71	800
45	74	800
77	31	800
77	17	800
6	75	800
77	58	800
53	72	800
65	75	800
0	62	800
49	42	800
67	75	800
71	62	800
60	47	800
75	58	800
1	75	800
19	62	800
57	75	800
32	53	800
11	77	800
58	12	800
60	22	800
22	4	800
58	40	800
37	75	800
15	43	800
22	31	800
70	78	800
63	57	800
1	10	800
83	23	800
59	31	800
36	75	800
82	75	800
53	43	800
43	41	700
6	58	700
45	30	700
19	53	700
53	31	700
45	58	700
47	23	700
38	70	700
18	75	700
63	71	700
0	40	700
6	74	700
14	74	700
19	74	700
5	75	700
45	64	700
46	12	700
6	62	700
6	77	700
52	72	700
11	31	700
75	42	700
65	19	700
59	53	700
36	74	700
19	35	700
1	74	700
79	17	700
54	17	700
53	58	700
74	34	700
47	7	700
0	51	700
36	3	700
71	34	700
10	75	700
81	17	700
70	7	700
63	77	700
6	83	700
19	81	700
6	34	700
38	74	700
14	45	700
37	35	700
62	11	700
45	47	700
44	32	700
77	34	700
74	40	700
71	5	700
74	31	700
43	21	700
63	5	700
67	3	700
19	22	700
74	21	700
14	75	700
45	2	700
49	5	700
20	83	700
52	78	700
19	1	700
59	77	700
28	78	700
45	44	700
13	41	700
67	19	700
67	71	700
0	77	700
32	34	700
22	32	700
65	7	700
75	50	700
41	31	700
65	23	700
39	70	700
79	74	700
71	42	700
62	83	700
68	78	700
63	42	700
11	79	700
22	17	700
69	61	700
6	70	700
32	41	700
52	27	700
13	5	700
71	43	700
57	23	700
37	23	700
18	1	700
16	68	700
71	54	700
37	81	700
75	40	700
77	40	700
13	23	700
10	11	700
13	71	700
57	74	700
14	22	700
1	83	700
1	35	700
11	47	700
13	70	700
68	83	700
15	57	700
71	23	700
60	43	700
19	23	700
68	77	700
74	81	700
32	23	700
19	78	700
52	74	700
44	83	700
38	23	700
70	32	700
63	33	700
71	9	700
75	47	600
36	19	600
6	42	600
11	43	600
63	58	600
45	79	600
23	17	600
19	43	600
49	20	600
58	78	600
67	1	600
24	48	600
10	70	600
43	72	600
18	31	600
20	23	600
15	9	600
18	74	600
60	11	600
83	72	600
24	70	600
59	41	600
69	23	600
44	40	600
2	81	600
67	54	600
0	58	600
60	30	600
18	71	600
49	34	600
45	54	600
37	74	600
63	54	600
0	83	600
0	61	600
60	37	600
11	23	600
63	41	600
70	21	600
73	9	600
63	82	600
39	43	600
70	31	600
1	2	600
26	42	600
59	43	600
22	56	600
38	57	600
67	61	600
45	35	600
44	79	600
13	43	600
9	11	600
44	54	600
38	5	600
5	77	600
56	31	600
75	76	600
71	26	600
67	83	600
36	23	600
9	62	600
9	30	600
65	37	600
69	68	600
47	55	600
43	7	600
8	23	600
1	70	600
10	62	600
53	35	600
16	70	600
83	40	500
16	23	500
6	40	500
74	61	500
15	74	500
67	62	500
0	12	500
14	35	500
69	45	500
60	58	500
11	48	500
55	23	500
52	25	500
1	17	500
13	34	500
44	75	500
22	35	500
68	35	500
15	70	500
57	7	500
0	23	500
6	48	500
6	23	500
54	43	500
38	54	500
77	42	500
2	35	500
71	61	500
19	11	500
45	17	500
9	40	500
6	61	500
64	40	500
79	23	500
52	21	500
75	35	500
69	64	500
78	7	500
69	11	500
9	78	500
33	7	500
70	4	500
22	81	500
43	48	500
27	58	500
19	70	500
43	35	500
51	40	500
64	11	500
15	63	500
68	81	500
36	70	500
9	31	500
57	17	500
75	2	500
9	77	500
45	81	500
10	61	500
38	62	500
15	29	500
13	58	500
25	10	500
50	34	500
67	79	500
15	73	500
13	83	500
19	9	500
71	4	500
22	48	500
79	43	500
14	60	400
18	45	400
18	17	400
79	56	400
29	78	400
63	52	400
67	58	400
13	53	400
48	7	400
60	31	400
0	56	400
57	9	400
28	2	400
7	81	400
15	39	400
67	4	400
9	80	400
36	71	400
36	57	400
8	75	400
75	48	400
60	57	400
57	83	400
57	51	400
63	40	400
29	57	400
64	75	400
30	23	400
38	10	400
38	4	400
61	48	400
67	22	400
15	38	400
15	34	400
75	21	400
42	34	400
55	7	400
38	77	400
75	81	400
1	53	400
66	40	400
68	11	400
36	7	400
44	11	400
7	40	400
32	7	400
8	68	400
6	5	400
13	52	400
82	35	400
15	2	400
15	23	400
67	57	400
32	72	400
39	57	400
64	48	400
82	54	400
32	58	400
58	23	400
63	10	400
36	62	400
37	70	400
82	17	400
8	62	400
56	54	400
36	68	400
73	70	400
1	43	400
68	61	400
36	80	400
52	64	400
64	32	400
11	2	400
69	71	400
63	68	400
60	51	400
70	82	400
69	70	400
82	81	400
67	68	400
27	42	400
57	34	400
56	58	400
67	7	400
61	23	400
3	53	400
14	17	400
24	43	400
22	43	400
39	29	400
22	47	400
62	79	400
73	51	400
38	61	400
67	80	400
8	57	400
11	54	400
0	31	400
13	4	400
13	42	400
69	43	400
9	83	400
77	43	400
20	43	400
38	29	400
6	9	400
29	34	400
24	44	400
54	83	400
45	56	400
74	42	400
51	23	400
36	37	400
36	34	400
73	43	400
19	17	400
4	17	400
18	83	400
70	55	400
70	58	400
70	61	400
39	24	400
43	40	400
36	10	400
15	20	400
33	21	400
13	68	400
63	44	400
39	34	400
24	54	400
7	80	400
9	61	300
67	31	300
37	30	300
39	80	300
59	32	300
25	9	300
60	79	300
22	2	300
15	68	300
37	10	300
77	56	300
60	44	300
38	44	300
38	68	300
49	59	300
71	1	300
14	30	300
10	43	300
62	32	300
39	17	300
60	26	300
64	54	300
82	83	300
2	40	300
3	22	300
54	23	300
38	34	300
71	79	300
36	78	300
16	62	300
67	10	300
0	1	300
39	45	300
57	70	300
82	7	300
39	9	300
24	23	300
2	23	300
23	40	300
13	1	300
16	21	300
79	35	300
15	13	300
15	83	300
73	40	300
15	45	300
69	6	300
67	56	300
10	30	300
53	83	300
43	58	300
38	43	300
24	64	300
21	23	300
65	60	300
27	34	300
27	5	300
1	48	300
78	30	300
83	30	300
7	17	300
10	21	300
38	45	300
15	11	300
70	80	300
52	77	300
32	40	300
73	10	300
6	10	300
24	79	300
5	26	300
19	83	300
5	54	300
1	62	300
79	81	300
11	56	300
36	58	300
36	61	300
82	47	300
37	48	300
9	58	300
44	21	300
59	58	300
64	79	300
29	70	300
45	21	300
6	11	300
24	20	300
43	34	300
22	61	300
4	48	300
63	9	300
70	66	300
